1676851200000,0.99980000,0.99980000,0.99970000,0.99980000,574026.00000000,1676851259999,573872.53880000,825,187466.00000000,187428.50680000,0
1676851260000,0.99970000,0.99980000,0.99970000,0.99980000,369036.00000000,1676851319999,368951.10950000,783,258203.00000000,258151.35940000,0
1676851320000,0.99970000,0.99980000,0.99970000,0.99970000,477290.00000000,1676851379999,477174.46900000,887,276560.00000000,276504.68800000,0
1676851380000,0.99970000,0.99980000,0.99970000,0.99980000,425284.00000000,1676851439999,425174.27960000,723,178648.00000000,178612.27040000,0
1676851440000,0.99980000,0.99980000,0.99970000,0.99980000,229193.00000000,1676851499999,229134.60460000,690,103625.00000000,103604.27500000,0
1676851500000,0.99980000,0.99980000,0.99970000,0.99970000,347688.00000000,1676851559999,347599.91180000,693,162182.00000000,162149.56360000,0
1676851560000,0.99970000,0.99980000,0.99970000,0.99970000,357978.00000000,1676851619999,357883.57340000,621,129668.00000000,129642.06640000,0
1676851620000,0.99980000,0.99980000,0.99970000,0.99980000,376477.00000000,1676851679999,376383.68180000,585,196249.00000000,196209.75020000,0
1676851680000,0.99970000,0.99980000,0.99970000,0.99970000,642770.00000000,1676851739999,642603.82760000,682,266586.00000000,266532.68280000,0
1676851740000,0.99970000,0.99980000,0.99970000,0.99980000,266276.00000000,1676851799999,266211.61380000,604,154966.00000000,154935.00680000,0
1676851800000,0.99980000,0.99980000,0.99970000,0.99970000,385307.00000000,1676851859999,385208.24860000,704,168407.00000000,168373.31860000,0
1676851860000,0.99970000,0.99980000,0.99970000,0.99980000,189433.00000000,1676851919999,189385.69870000,521,95286.00000000,95266.94280000,0
1676851920000,0.99970000,0.99980000,0.99970000,0.99980000,392841.00000000,1676851979999,392734.17820000,483,110305.00000000,110282.93900000,0
1676851980000,0.99980000,0.99980000,0.99970000,0.99970000,225913.00000000,1676852039999,225857.35390000,500,121278.00000000,121253.74440000,0
1676852040000,0.99980000,0.99980000,0.99970000,0.99970000,505155.00000000,1676852099999,505027.57080000,593,241173.00000000,241124.76540000,0
1676852100000,0.99980000,0.99980000,0.99970000,0.99970000,179516.00000000,1676852159999,179471.60180000,457,94566.00000000,94547.08680000,0
1676852160000,0.99970000,0.99980000,0.99970000,0.99980000,345504.00000000,1676852219999,345411.16320000,519,108144.00000000,108122.37120000,0
1676852220000,0.99970000,0.99980000,0.99970000,0.99980000,377127.00000000,1676852279999,377031.60970000,608,177478.00000000,177442.50440000,0
1676852280000,0.99980000,0.99980000,0.99970000,0.99970000,251834.00000000,1676852339999,251769.40020000,614,109504.00000000,109482.09920000,0
1676852340000,0.99970000,0.99980000,0.99970000,0.99980000,396107.00000000,1676852399999,396010.44390000,852,222760.00000000,222715.44800000,0
1676852400000,0.99980000,0.99980000,0.99970000,0.99970000,326011.00000000,1676852459999,325935.64460000,707,224479.00000000,224434.10420000,0
1676852460000,0.99970000,0.99980000,0.99970000,0.99980000,220704.00000000,1676852519999,220649.16850000,387,113797.00000000,113774.24060000,0
1676852520000,0.99980000,0.99980000,0.99970000,0.99980000,148277.00000000,1676852579999,148242.57700000,472,100601.00000000,100580.87980000,0
1676852580000,0.99970000,0.99980000,0.99970000,0.99980000,216235.00000000,1676852639999,216186.03210000,597,159026.00000000,158994.19480000,0
1676852640000,0.99980000,0.99980000,0.99970000,0.99970000,1478288.00000000,1676852699999,1477984.16520000,626,1396516.00000000,1396236.69680000,0
1676852700000,0.99970000,0.99980000,0.99970000,0.99970000,268253.00000000,1676852759999,268189.16360000,545,166395.00000000,166361.72100000,0
1676852760000,0.99970000,0.99980000,0.99970000,0.99980000,257559.00000000,1676852819999,257498.37870000,620,166464.00000000,166430.70720000,0
1676852820000,0.99980000,0.99980000,0.99970000,0.99980000,363603.00000000,1676852879999,363514.80430000,570,208852.00000000,208810.22960000,0
1676852880000,0.99980000,0.99980000,0.99970000,0.99980000,440213.00000000,1676852939999,440100.38080000,541,194447.00000000,194408.11060000,0
1676852940000,0.99980000,0.99980000,0.99970000,0.99980000,275946.00000000,1676852999999,275878.57700000,496,153608.00000000,153577.27840000,0
1676853000000,0.99980000,0.99980000,0.99970000,0.99980000,307317.00000000,1676853059999,307239.38700000,629,145821.00000000,145791.83580000,0
1676853060000,0.99980000,0.99980000,0.99970000,0.99980000,332141.00000000,1676853119999,332057.71370000,611,163560.00000000,163527.28800000,0
1676853120000,0.99980000,0.99980000,0.99970000,0.99980000,231266.00000000,1676853179999,231207.98830000,442,113681.00000000,113658.26380000,0
1676853180000,0.99970000,0.99980000,0.99970000,0.99980000,310937.00000000,1676853239999,310861.92490000,552,182060.00000000,182023.58800000,0
1676853240000,0.99980000,0.99980000,0.99970000,0.99980000,259871.00000000,1676853299999,259806.61350000,569,135748.00000000,135720.85040000,0
1676853300000,0.99980000,0.99980000,0.99970000,0.99970000,526994.00000000,1676853359999,526848.64690000,665,127451.00000000,127425.50980000,0
1676853360000,0.99970000,0.99980000,0.99970000,0.99980000,189741.00000000,1676853419999,189695.80640000,560,117287.00000000,117263.54260000,0
1676853420000,0.99980000,0.99980000,0.99970000,0.99970000,733831.00000000,1676853479999,733676.07680000,538,652261.00000000,652130.54780000,0
1676853480000,0.99980000,0.99980000,0.99970000,0.99980000,187908.00000000,1676853539999,187861.47590000,597,98483.00000000,98463.30340000,0
1676853540000,0.99980000,0.99980000,0.99970000,0.99980000,416617.00000000,1676853599999,416513.12340000,538,211085.00000000,211042.78300000,0
1676853600000,0.99980000,0.99980000,0.99970000,0.99980000,215521.00000000,1676853659999,215471.08470000,478,147410.00000000,147380.51800000,0
1676853660000,0.99980000,0.99980000,0.99970000,0.99980000,177922.00000000,1676853719999,177879.92410000,481,113007.00000000,112984.39860000,0
1676853720000,0.99980000,0.99980000,0.99970000,0.99980000,198694.00000000,1676853779999,198645.81420000,583,114224.00000000,114201.15520000,0
1676853780000,0.99970000,0.99980000,0.99970000,0.99970000,300018.00000000,1676853839999,299949.62980000,431,216352.00000000,216308.72960000,0
1676853840000,0.99980000,0.99980000,0.99970000,0.99970000,251658.00000000,1676853899999,251597.53130000,534,150287.00000000,150256.94260000,0
1676853900000,0.99980000,0.99980000,0.99970000,0.99970000,1879030.00000000,1676853959999,1878493.93250000,626,276415.00000000,276359.71700000,0
1676853960000,0.99970000,0.99980000,0.99970000,0.99970000,188081.00000000,1676854019999,188036.75350000,582,121778.00000000,121753.64440000,0
1676854020000,0.99970000,0.99980000,0.99970000,0.99980000,148119.00000000,1676854079999,148082.00480000,515,74405.00000000,74390.11900000,0
1676854080000,0.99980000,0.99980000,0.99970000,0.99970000,231207.00000000,1676854139999,231151.84810000,559,142102.00000000,142073.57960000,0
1676854140000,0.99970000,0.99980000,0.99970000,0.99980000,187475.00000000,1676854199999,187426.09180000,353,73343.00000000,73328.33140000,0
1676854200000,0.99970000,0.99980000,0.99970000,0.99980000,183459.00000000,1676854259999,183413.96730000,529,100050.00000000,100029.99000000,0
1676854260000,0.99980000,0.99980000,0.99970000,0.99970000,1132778.00000000,1676854319999,1132547.43090000,401,1092643.00000000,1092424.47140000,0
1676854320000,0.99970000,0.99980000,0.99970000,0.99980000,287685.00000000,1676854379999,287611.64630000,537,129518.00000000,129492.09640000,0
1676854380000,0.99970000,0.99980000,0.99970000,0.99970000,1364770.00000000,1676854439999,1364482.20380000,842,1216348.00000000,1216104.73040000,0
1676854440000,0.99970000,0.99980000,0.99970000,0.99970000,390186.00000000,1676854499999,390080.43360000,646,114894.00000000,114871.02120000,0
1676854500000,0.99980000,0.99980000,0.99970000,0.99980000,1160923.00000000,1676854559999,1160682.65290000,583,1079298.00000000,1079082.14040000,0
1676854560000,0.99980000,0.99980000,0.99970000,0.99980000,633816.00000000,1676854619999,633658.39710000,890,325419.00000000,325353.91620000,0
1676854620000,0.99980000,0.99980000,0.99970000,0.99980000,1646655.00000000,1676854679999,1646316.27600000,562,1552725.00000000,1552414.45500000,0
1676854680000,0.99980000,0.99980000,0.99970000,0.99980000,230433.00000000,1676854739999,230379.77400000,463,159039.00000000,159007.19220000,0
1676854740000,0.99980000,0.99980000,0.99970000,0.99980000,279580.00000000,1676854799999,279513.31390000,584,171879.00000000,171844.62420000,0
1676854800000,0.99970000,0.99980000,0.99970000,0.99980000,427437.00000000,1676854859999,427332.81700000,757,240481.00000000,240432.90380000,0
1676854860000,0.99980000,0.99980000,0.99970000,0.99970000,193850.00000000,1676854919999,193802.23360000,448,103886.00000000,103865.22280000,0
1676854920000,0.99980000,0.99980000,0.99970000,0.99970000,206485.00000000,1676854979999,206431.82540000,471,87709.00000000,87691.45820000,0
1676854980000,0.99970000,0.99980000,0.99970000,0.99980000,1997554.00000000,1676855039999,1997139.72720000,581,1849934.00000000,1849564.01320000,0
1676855040000,0.99970000,0.99980000,0.99970000,0.99980000,717079.00000000,1676855099999,716903.98030000,690,401040.00000000,400959.79200000,0
1676855100000,0.99970000,0.99980000,0.99970000,0.99970000,744605.00000000,1676855159999,744433.75970000,672,521412.00000000,521307.71760000,0
1676855160000,0.99970000,0.99980000,0.99970000,0.99980000,544796.00000000,1676855219999,544665.85270000,1136,332915.00000000,332848.41700000,0
1676855220000,0.99980000,0.99980000,0.99970000,0.99970000,308379.00000000,1676855279999,308306.19200000,594,197057.00000000,197017.58860000,0
1676855280000,0.99970000,0.99980000,0.99970000,0.99980000,241574.00000000,1676855339999,241516.72450000,579,151967.00000000,151936.60660000,0
1676855340000,0.99980000,0.99980000,0.99970000,0.99970000,506678.00000000,1676855399999,506554.57830000,786,285817.00000000,285759.83660000,0
1676855400000,0.99970000,0.99980000,0.99970000,0.99970000,474637.00000000,1676855459999,474513.72160000,1188,191127.00000000,191088.77460000,0
1676855460000,0.99980000,0.99980000,0.99970000,0.99970000,596264.00000000,1676855519999,596103.91520000,1111,187944.00000000,187906.41120000,0
1676855520000,0.99970000,0.99980000,0.99970000,0.99970000,801155.00000000,1676855579999,800947.65050000,1593,329970.00000000,329904.00600000,0
1676855580000,0.99980000,0.99980000,0.99970000,0.99970000,1409262.00000000,1676855639999,1408864.83380000,1574,256124.00000000,256072.77520000,0
1676855640000,0.99970000,0.99980000,0.99970000,0.99970000,3851671.00000000,1676855699999,3850746.02270000,2488,2305240.00000000,2304778.95200000,0
1676855700000,0.99970000,0.99990000,0.99970000,0.99970000,4301729.00000000,1676855759999,4300776.11310000,1946,1810834.00000000,1810476.10530000,0
1676855760000,0.99980000,0.99980000,0.99970000,0.99970000,522767.00000000,1676855819999,522623.59270000,1120,134228.00000000,134201.15440000,0
1676855820000,0.99970000,0.99980000,0.99970000,0.99970000,555766.00000000,1676855879999,555615.01090000,1077,157407.00000000,157375.51860000,0
1676855880000,0.99980000,0.99980000,0.99970000,0.99980000,570869.00000000,1676855939999,570722.16630000,1083,244270.00000000,244221.14600000,0
1676855940000,0.99970000,0.99980000,0.99970000,0.99970000,411058.00000000,1676855999999,410950.70310000,755,160205.00000000,160172.95900000,0
1676856000000,0.99970000,0.99980000,0.99970000,0.99980000,1012749.00000000,1676856059999,1012496.97330000,1007,517980.00000000,517876.40400000,0
1676856060000,0.99980000,0.99980000,0.99970000,0.99970000,412962.00000000,1676856119999,412856.37200000,698,182606.00000000,182569.47880000,0
1676856120000,0.99970000,0.99980000,0.99970000,0.99980000,342295.00000000,1676856179999,342205.75230000,596,134408.00000000,134381.11840000,0
1676856180000,0.99970000,0.99980000,0.99970000,0.99980000,343861.00000000,1676856239999,343777.22320000,621,193815.00000000,193776.23700000,0
1676856240000,0.99970000,0.99980000,0.99970000,0.99980000,1081787.00000000,1676856299999,1081545.53710000,572,830732.00000000,830565.85360000,0
1676856300000,0.99980000,0.99980000,0.99970000,0.99980000,616533.00000000,1676856359999,616358.55590000,663,105158.00000000,105136.96840000,0
1676856360000,0.99980000,0.99980000,0.99970000,0.99980000,295295.00000000,1676856419999,295221.37850000,639,149670.00000000,149640.06600000,0
