1652618520000,30311.00000000,30311.00000000,30258.98000000,30269.68000000,19.54981000,1652618579999,591895.43031620,604,9.83421000,297713.96031030,0
1652618580000,30269.67000000,30294.70000000,30269.67000000,30294.70000000,7.77162000,1652618639999,235328.51318680,382,5.54157000,167796.99234210,0
1652618640000,30294.69000000,30362.79000000,30272.80000000,30362.56000000,36.31446000,1652618699999,1101465.72566710,793,26.84547000,814244.91918160,0
1652618700000,30362.57000000,30387.95000000,30318.00000000,30364.87000000,61.83317000,1652618759999,1876255.32581590,965,50.59066000,1535212.02318530,0
1652618760000,30364.88000000,30408.48000000,30348.88000000,30408.48000000,34.73299000,1652618819999,1055265.97460630,865,19.33778000,587598.08342850,0
1652618820000,30408.49000000,30445.67000000,30400.00000000,30427.49000000,41.33238000,1652618879999,1257517.22246760,1020,26.87220000,817623.32235670,0
1652618880000,30427.49000000,30427.49000000,30356.68000000,30362.14000000,30.89896000,1652618939999,938715.88360260,748,13.61066000,413470.56982400,0
1652618940000,30362.15000000,30413.29000000,30350.24000000,30393.92000000,27.29312000,1652618999999,829072.64370020,734,18.16652000,551795.23799660,0
1652619000000,30393.92000000,30406.52000000,30364.56000000,30373.47000000,13.53844000,1652619059999,411504.30503830,561,7.50074000,227980.07130630,0
1652619060000,30373.48000000,30384.80000000,30323.45000000,30344.73000000,37.92913000,1652619119999,1150935.26306980,814,13.71495000,416146.03050650,0
1652619120000,30344.73000000,30359.24000000,30326.76000000,30326.77000000,25.92887000,1652619179999,786734.65485810,780,13.57319000,411856.48951230,0
1652619180000,30326.77000000,30327.12000000,30263.42000000,30263.42000000,25.39982000,1652619239999,769695.12406880,1082,9.89073000,299756.40885510,0
1652619240000,30263.42000000,30311.40000000,30256.07000000,30277.46000000,30.78132000,1652619299999,932073.20227860,848,16.52964000,500493.56362910,0
1652619300000,30277.46000000,30277.46000000,30246.26000000,30246.26000000,30.83863000,1652619359999,933138.25112090,787,11.05742000,334548.40891460,0
1652619360000,30246.27000000,30312.10000000,30245.29000000,30275.90000000,69.37748000,1652619419999,2101476.24342750,778,55.03749000,1667181.40762500,0
1652619420000,30275.90000000,30291.77000000,30270.00000000,30280.00000000,29.96448000,1652619479999,907258.63908570,545,17.43132000,527757.45101430,0
1652619480000,30280.01000000,30307.05000000,30280.00000000,30292.18000000,35.09615000,1652619539999,1063235.11468570,590,11.49390000,348159.00416840,0
1652619540000,30292.18000000,30329.99000000,30286.14000000,30310.00000000,24.22290000,1652619599999,734209.63055980,660,9.69931000,294007.39331560,0
1652619600000,30309.99000000,30315.91000000,30280.00000000,30280.95000000,45.13335000,1652619659999,1367152.76918690,738,13.73116000,415923.61471090,0
1652619660000,30280.95000000,30299.57000000,30263.28000000,30263.31000000,39.45772000,1652619719999,1194717.40666090,721,11.66258000,353120.27819860,0
1652619720000,30263.31000000,30277.61000000,30234.97000000,30251.81000000,31.33040000,1652619779999,947853.32825410,868,14.27463000,431790.69540400,0
1652619780000,30251.80000000,30256.49000000,30233.06000000,30244.14000000,27.63308000,1652619839999,835739.44658590,755,14.96336000,452533.17063320,0
1652619840000,30244.15000000,30288.30000000,30235.01000000,30271.51000000,28.87510000,1652619899999,873683.15660740,929,13.61997000,412086.30791670,0
1652619900000,30271.51000000,30281.97000000,30260.00000000,30271.82000000,36.76749000,1652619959999,1113055.48879690,655,22.66817000,686189.44219340,0
1652619960000,30271.83000000,30271.83000000,30218.79000000,30225.07000000,31.28056000,1652620019999,945832.86904310,831,7.79717000,235717.01698410,0
1652620020000,30225.08000000,30246.14000000,30210.00000000,30224.05000000,53.64025000,1652620079999,1621329.38836080,1023,23.29819000,704184.15039300,0
1652620080000,30224.05000000,30239.65000000,30216.63000000,30239.65000000,15.04805000,1652620139999,454820.37143650,634,6.93166000,209506.09788830,0
1652620140000,30239.65000000,30300.00000000,30239.64000000,30293.78000000,57.93627000,1652620199999,1754241.91741000,1402,36.99915000,1120211.33670960,0
1652620200000,30293.78000000,30368.65000000,30270.00000000,30354.28000000,141.20180000,1652620259999,4283499.55921000,2906,91.15177000,2765101.03119160,0
1652620260000,30354.28000000,30365.18000000,30311.72000000,30339.82000000,52.99569000,1652620319999,1607870.08461640,1079,23.49657000,712998.22856970,0
1652620320000,30339.82000000,30339.83000000,30286.48000000,30292.39000000,19.38340000,1652620379999,587546.15527490,653,4.51612000,136859.89070480,0
1652620380000,30292.40000000,30306.26000000,30286.29000000,30306.26000000,18.58779000,1652620439999,563125.10258880,530,10.60544000,321295.73028530,0
1652620440000,30306.26000000,30363.50000000,30303.86000000,30363.49000000,55.67740000,1652620499999,1689228.50620020,1364,35.76530000,1085057.69620020,0
1652620500000,30363.50000000,30400.00000000,30324.23000000,30387.26000000,62.71008000,1652620559999,1904563.13676340,1573,37.41982000,1136464.85165230,0
1652620560000,30390.87000000,30390.87000000,30350.20000000,30368.36000000,22.12403000,1652620619999,671840.93709260,743,12.92939000,392603.39164810,0
1652620620000,30368.35000000,30374.43000000,30329.85000000,30329.85000000,15.45913000,1652620679999,469150.62582270,577,6.28203000,190679.46495080,0
1652620680000,30329.86000000,30343.73000000,30318.03000000,30320.32000000,21.96419000,1652620739999,666214.06149850,608,12.05642000,365702.91617820,0
1652620740000,30320.32000000,30324.75000000,30290.00000000,30297.41000000,18.81981000,1652620799999,570357.77644140,506,8.94936000,271219.31700870,0
1652620800000,30297.41000000,30315.00000000,30290.34000000,30301.45000000,25.21125000,1652620859999,763891.71230140,678,16.56862000,502023.54218730,0
1652620860000,30301.45000000,30338.38000000,30301.45000000,30315.48000000,21.63737000,1652620919999,656115.15838480,737,10.20395000,309403.25127740,0
1652620920000,30315.47000000,30315.48000000,30280.00000000,30281.46000000,17.35549000,1652620979999,525917.31516760,441,4.38687000,132931.09875650,0
1652620980000,30281.45000000,30281.46000000,30250.09000000,30265.60000000,19.37444000,1652621039999,586332.67469000,537,10.39319000,314522.23157990,0
1652621040000,30265.60000000,30268.30000000,30223.69000000,30233.82000000,27.26616000,1652621099999,824585.42253630,768,9.86192000,298229.02946540,0
1652621100000,30233.83000000,30248.86000000,30160.22000000,30171.90000000,53.49042000,1652621159999,1615077.65289420,1389,20.67625000,624263.37074100,0
1652621160000,30171.91000000,30198.67000000,30161.85000000,30165.32000000,27.50495000,1652621219999,830085.62106470,769,11.58994000,349783.19414710,0
1652621220000,30165.31000000,30187.77000000,30161.56000000,30167.45000000,30.99757000,1652621279999,935236.21137010,749,15.35239000,463169.78483010,0
1652621280000,30167.45000000,30187.11000000,30140.01000000,30181.21000000,41.77701000,1652621339999,1259845.00673520,1049,27.34402000,824614.00306250,0
1652621340000,30181.20000000,30212.69000000,30181.20000000,30196.47000000,36.49163000,1652621399999,1102017.30420040,640,24.49992000,739874.86155280,0
1652621400000,30196.47000000,30220.00000000,30150.00000000,30162.52000000,28.46712000,1652621459999,858933.59255400,708,14.02366000,423079.83263970,0
1652621460000,30162.52000000,30185.22000000,30135.61000000,30136.62000000,53.26229000,1652621519999,1606197.43302820,678,20.70409000,624383.30612010,0
1652621520000,30136.62000000,30162.89000000,30124.13000000,30159.79000000,27.83676000,1652621579999,839132.71655110,719,16.97626000,511734.34864490,0
1652621580000,30159.79000000,30174.44000000,30159.78000000,30167.07000000,9.32307000,1652621639999,281261.94083660,370,4.99539000,150695.80792970,0
1652621640000,30167.07000000,30200.01000000,30160.03000000,30200.00000000,19.57284000,1652621699999,590878.27166060,542,10.23588000,309020.09249740,0
1652621700000,30200.00000000,30200.80000000,30160.97000000,30170.01000000,24.58971000,1652621759999,742096.17448080,589,7.53455000,227383.57186640,0
1652621760000,30170.00000000,30193.93000000,30170.00000000,30182.09000000,12.01229000,1652621819999,362582.76727950,380,4.76090000,143700.03135810,0
1652621820000,30182.08000000,30200.00000000,30181.40000000,30181.41000000,11.33253000,1652621879999,342149.80769670,423,6.87261000,207489.63647050,0
1652621880000,30181.40000000,30192.78000000,30172.94000000,30172.94000000,9.51301000,1652621939999,287120.18477560,376,5.19334000,156746.58716690,0
1652621940000,30172.94000000,30227.66000000,30170.00000000,30221.38000000,34.55538000,1652621999999,1043334.85483810,781,15.25599000,460701.81345780,0
1652622000000,30221.39000000,30235.37000000,30210.02000000,30235.37000000,11.89185000,1652622059999,359414.41694770,559,8.29500000,250702.40495180,0
1652622060000,30235.36000000,30238.89000000,30190.00000000,30195.55000000,27.35467000,1652622119999,826397.43842630,630,11.13326000,336306.26595070,0
1652622120000,30195.55000000,30203.13000000,30150.00000000,30160.29000000,43.63909000,1652622179999,1317059.49717520,677,20.83114000,628856.96670700,0
1652622180000,30160.29000000,30160.30000000,30133.44000000,30154.92000000,49.86870000,1652622239999,1503392.60183820,698,15.19018000,457887.33407220,0
1652622240000,30154.92000000,30164.07000000,30119.85000000,30143.85000000,21.97188000,1652622299999,662235.44692340,535,12.30222000,370796.09377700,0
1652622300000,30143.86000000,30159.99000000,30101.00000000,30157.20000000,47.99779000,1652622359999,1446038.84445130,1029,30.97879000,933302.72204560,0
1652622360000,30157.21000000,30185.16000000,30157.20000000,30160.94000000,15.41356000,1652622419999,465098.27759600,634,6.57131000,198278.91760920,0
1652622420000,30160.94000000,30183.95000000,30150.92000000,30183.94000000,36.24594000,1652622479999,1093700.26562650,492,32.90413000,992875.87295990,0
1652622480000,30183.95000000,30196.20000000,30100.00000000,30124.31000000,53.32558000,1652622539999,1606679.52423610,915,9.28995000,280113.62037220,0
1652622540000,30124.30000000,30151.50000000,30106.75000000,30151.50000000,33.15169000,1652622599999,998500.35997430,624,18.97025000,571352.84184180,0
1652622600000,30151.49000000,30175.00000000,30136.04000000,30136.04000000,21.30291000,1652622659999,642576.52505350,612,6.41331000,193455.65926410,0
1652622660000,30136.05000000,30139.11000000,30120.13000000,30125.99000000,10.50823000,1652622719999,316609.58857210,458,6.46477000,194770.72154350,0
1652622720000,30125.99000000,30135.41000000,30125.21000000,30133.63000000,9.74864000,1652622779999,293723.81670560,415,4.58615000,138175.02391810,0
1652622780000,30133.63000000,30155.52000000,30130.27000000,30130.27000000,27.20731000,1652622839999,820068.92300030,570,16.49185000,497010.61542660,0
1652622840000,30130.28000000,30174.56000000,30130.27000000,30168.09000000,34.95488000,1652622899999,1054094.53991670,613,27.36511000,825288.20428700,0
1652622900000,30168.08000000,30195.68000000,30168.08000000,30192.69000000,55.52668000,1652622959999,1675664.26501080,650,45.90053000,1385144.99304190,0
1652622960000,30192.69000000,30199.94000000,30170.00000000,30170.01000000,48.94787000,1652623019999,1477571.42673070,679,33.98875000,1025934.38009410,0
1652623020000,30170.01000000,30190.00000000,30146.01000000,30189.99000000,26.73793000,1652623079999,806752.04696630,664,19.32565000,583147.86096800,0
1652623080000,30190.00000000,30214.34000000,30181.92000000,30194.04000000,36.87811000,1652623139999,1113666.64385150,645,12.97554000,391822.00723610,0
1652623140000,30194.05000000,30197.60000000,30172.07000000,30181.92000000,28.49112000,1652623199999,859951.09505400,485,3.52898000,106514.31791580,0
1652623200000,30181.92000000,30223.34000000,30167.00000000,30203.28000000,31.72365000,1652623259999,957802.00304780,765,17.73557000,535451.74553790,0
1652623260000,30203.27000000,30206.30000000,30150.00000000,30153.45000000,30.66380000,1652623319999,925303.07132740,746,10.47360000,316051.77546910,0
1652623320000,30153.45000000,30160.00000000,30114.23000000,30127.35000000,35.65435000,1652623379999,1074383.88229920,921,14.99324000,451772.81408130,0
1652623380000,30127.36000000,30127.36000000,30110.00000000,30110.00000000,14.88899000,1652623439999,448476.33134420,780,6.43386000,193796.06095340,0
1652623440000,30110.01000000,30112.97000000,30052.72000000,30069.46000000,109.69086000,1652623499999,3300136.38155110,1630,53.11334000,1597650.73503730,0
1652623500000,30069.45000000,30073.86000000,30030.37000000,30041.66000000,83.76071000,1652623559999,2516507.10399940,1293,44.07697000,1324213.60396160,0
1652623560000,30041.66000000,30041.66000000,29972.00000000,29999.89000000,126.35304000,1652623619999,3790328.95878560,2081,49.18955000,1475452.49229860,0
1652623620000,29999.89000000,30025.35000000,29980.37000000,30004.89000000,72.01873000,1652623679999,2160569.47059290,1022,27.19512000,815827.86393430,0
1652623680000,30004.88000000,30053.44000000,29993.94000000,30002.35000000,42.68674000,1652623739999,1281971.50998380,852,16.94462000,508803.92314740,0
1652623740000,30002.34000000,30022.01000000,30000.00000000,30022.01000000,26.26323000,1652623799999,788073.91841060,546,17.21328000,516506.12534960,0
1652623800000,30022.00000000,30076.41000000,30012.06000000,30032.76000000,88.37668000,1652623859999,2655765.03421700,1308,39.80913000,1196269.53388990,0
1652623860000,30032.76000000,30050.00000000,30015.94000000,30025.18000000,37.38365000,1652623919999,1122640.14450720,557,16.57891000,497892.64579770,0
1652623920000,30025.17000000,30036.55000000,30001.09000000,30013.94000000,19.98819000,1652623979999,599987.04151770,526,10.71703000,321685.09089450,0
1652623980000,30013.95000000,30024.91000000,30002.05000000,30013.27000000,20.79598000,1652624039999,624124.13726720,470,13.27594000,398417.95494840,0
1652624040000,30013.26000000,30038.91000000,30013.26000000,30030.86000000,52.60941000,1652624099999,1579880.41031450,582,42.94261000,1289577.30360490,0
1652624100000,30030.87000000,30038.83000000,30012.86000000,30029.18000000,76.00929000,1652624159999,2282518.40347520,654,21.85019000,656043.81406960,0
1652624160000,30029.18000000,30059.63000000,30028.31000000,30045.00000000,44.34383000,1652624219999,1332221.20031860,890,26.57415000,798377.10096530,0
1652624220000,30045.00000000,30055.86000000,30020.00000000,30020.00000000,22.02318000,1652624279999,661475.47449850,613,14.09550000,423309.99024200,0
1652624280000,30020.01000000,30029.83000000,30004.30000000,30006.68000000,25.84622000,1652624339999,775704.20663760,598,17.13534000,514257.47141020,0
1652624340000,30006.68000000,30019.49000000,30006.67000000,30019.49000000,11.93710000,1652624399999,358255.16997640,350,8.97453000,269348.54364380,0
1652624400000,30019.48000000,30036.58000000,30017.25000000,30036.57000000,27.25754000,1652624459999,818375.82520560,442,14.84903000,445826.42809580,0
1652624460000,30036.58000000,30036.58000000,30017.24000000,30029.62000000,24.92097000,1652624519999,748257.49486180,466,5.64013000,169351.85755680,0
1652624520000,30029.61000000,30029.62000000,30022.51000000,30022.51000000,9.76549000,1652624579999,293189.48238820,256,0.71747000,21541.34891250,0
1652624580000,30022.51000000,30022.52000000,29935.45000000,29940.11000000,81.87955000,1652624639999,2455017.12984670,1441,23.31314000,698416.25050040,0
1652624640000,29940.11000000,29955.26000000,29853.20000000,29898.67000000,202.20123000,1652624699999,6043896.26162820,3034,82.32063000,2459703.50029200,0
1652624700000,29898.67000000,29902.94000000,29870.29000000,29882.64000000,32.30075000,1652624759999,965354.97658570,850,12.11542000,362091.10956100,0
1652624760000,29882.64000000,29909.04000000,29882.64000000,29909.03000000,20.32104000,1652624819999,607523.88635760,631,12.31087000,368031.90922560,0
1652624820000,29909.04000000,29926.65000000,29895.03000000,29895.03000000,19.31450000,1652624879999,577810.64709870,603,12.53571000,375009.84334890,0
1652624880000,29895.03000000,29901.27000000,29852.18000000,29896.87000000,32.18972000,1652624939999,961539.69692490,737,18.70300000,558642.25083450,0
1652624940000,29896.86000000,29937.65000000,29896.86000000,29920.01000000,18.76442000,1652624999999,561485.12589390,624,12.09160000,361781.87046940,0
1652625000000,29920.00000000,29958.23000000,29919.84000000,29958.22000000,23.73730000,1652625059999,710504.04561100,507,13.45572000,402800.25598020,0
1652625060000,29958.22000000,29969.98000000,29870.03000000,29883.34000000,78.19088000,1652625119999,2340424.00565900,1105,27.72476000,829987.14596730,0
1652625120000,29883.34000000,29883.35000000,29782.01000000,29846.70000000,227.41015000,1652625179999,6779811.13438920,2530,64.32735000,1917681.69570060,0
1652625180000,29846.70000000,29913.32000000,29840.12000000,29900.57000000,33.60947000,1652625239999,1004400.22416270,741,12.43258000,371418.70702270,0
1652625240000,29900.56000000,29909.07000000,29871.53000000,29884.62000000,43.03581000,1652625299999,1286568.69258170,736,15.12851000,452214.84757050,0
1652625300000,29884.62000000,29906.78000000,29878.14000000,29893.67000000,77.95908000,1652625359999,2330205.61785360,658,61.22182000,1829895.91801230,0
1652625360000,29893.67000000,29909.99000000,29880.00000000,29880.00000000,22.47899000,1652625419999,672106.41771440,605,8.42975000,252041.79652790,0
1652625420000,29880.00000000,29880.01000000,29860.26000000,29879.86000000,17.74324000,1652625479999,529946.27722610,492,12.30799000,367593.12496380,0
1652625480000,29879.85000000,29905.00000000,29879.85000000,29901.24000000,21.05457000,1652625539999,629432.07362250,430,16.63122000,497165.59692370,0
