table,event_id,status,rows,blocked_rows,fixture_or_missing_rows,claimable_rows
table_granger_terra_luna_2022.csv,terra_luna_2022,annotated,12,0,0,12
table_leadlag_tests_terra_luna_2022.csv,terra_luna_2022,annotated,12,0,0,12
table_transfer_entropy_terra_luna_2022.csv,terra_luna_2022,annotated,12,0,0,12
table_tvp_var_spillovers_terra_luna_2022.csv,terra_luna_2022,annotated,80,0,0,80
table_tvp_var_summary_terra_luna_2022.csv,terra_luna_2022,annotated,12,0,0,12
table_var_spillovers_terra_luna_2022.csv,terra_luna_2022,annotated,16,0,0,16
