event_id,model,status,reason,AUROC,AUPRC,n_train_snapshots,n_test_snapshots,node_feat_dim,epochs,uses_fixture_data,passes_gnn_gate
terra_luna_2022,SnapshotGCN,trained,"",0.4656134671544559,0.02972980638499852,595,149,9,80,false,false
