h,abs_flow,abs_basis,rolling_arb_r,phase
565,646059.772309,9.707992,-0.359,post
566,4999718.303832,9.706045,-0.8319,post
567,3878804.884501,9.70484,-0.8935,post
568,6591989.291428,9.704516,-0.9052,post
569,2788785.786334,9.704561,-0.8042,post
570,295702.529192,9.703845,-0.2147,post
571,1257342.78546,9.707054,-0.0297,post
572,1246152.422306,9.708633,-0.3508,post
573,200631.263764,9.709698,-0.4718,post
574,434953.102899,9.709419,-0.432,post
575,242234.012726,9.708532,-0.0074,post
576,1089844.066107,9.71576,0.1139,post
577,158508.689028,9.733373,-0.2842,post
578,166061.944166,9.739759,-0.2973,post
579,900306.265199,9.736267,-0.1221,post
580,650994.216951,9.733199,-0.1505,post
581,1914446.084042,9.733995,-0.2919,post
582,710753.863121,9.732565,-0.2876,post
583,2515230.366588,9.733886,-0.4501,post
584,179978.242294,9.734816,-0.0844,post
585,6685181.929533,9.733624,-0.0179,post
586,3036100.885828,9.734158,-0.094,post
587,855449.553253,9.734142,-0.1316,post
588,1344817.335964,9.732863,-0.3082,post
589,2541775.887525,9.730619,-0.1529,post
590,9790348.605793,9.731212,-0.3577,post
591,569162.693679,9.731222,-0.3259,post
592,963611.463178,9.733002,-0.4358,post
593,1192759.065768,9.729195,-0.0898,post
594,239807.850533,9.730731,0.0444,post
595,3551474.157038,9.743746,0.1189,post
596,427130.133452,9.744116,0.4973,post
597,5996908.78624,9.744661,0.6157,post
598,162165.402862,9.746894,0.3292,post
599,3004378.847064,9.750731,0.3446,post
