node_id,has_baseline,estimation_mean,estimation_std,cab_event,p_value,significant_p05,first_deviation_ts,n_pre_obs,n_event_obs,transmission_rank,event_id
usdt_binance,true,9.934919852794538,0.01959097119039883,-3035594.3595126597,0.0,true,187860.0,7200,10080,2,ftx_2022
busd_binance,true,0.000053201464237108344,0.00010443706800602058,31281.154007838755,0.0,true,188100.0,7200,10080,3,ftx_2022
curve_3pool,true,-0.046072234410144186,0.023950479363010143,-1008.7435066942896,0.0,true,187200.0,120,166,1,ftx_2022
