event_id,model,status,reason,AUROC,AUPRC,n_train_snapshots,n_test_snapshots,node_feat_dim,epochs,uses_fixture_data,passes_gnn_gate
usdc_svb_2023,SnapshotGCN,trained,fixture_data,0.18245567610478963,0.9995485709232514,249,63,9,50,true,false
