h,abs_flow,abs_basis,rolling_arb_r,phase
534,1662853.577887,5e-05,,post
535,14740197.494693,5e-05,,post
536,4244098.860273,5e-05,,post
537,821742.113997,5e-05,,post
538,268586.987029,4.7e-05,0.3407,post
539,2584985.575553,5e-05,0.3421,post
540,1972031.275997,5e-05,0.3484,post
541,3060633.218375,4.9e-05,0.5374,post
542,2853490.821446,4.9e-05,0.4358,post
543,3213221.195569,5e-05,0.7646,post
544,2832488.989145,5e-05,-0.3609,post
545,12370204.874046,5e-05,0.2807,post
546,196813.845385,5e-05,0.208,post
547,208231.660119,5e-05,0.0826,post
548,858248.882037,5e-05,,post
549,5617785.847677,5e-05,,post
550,384961.465942,5e-05,,post
551,610691.014579,5e-05,,post
552,349425.549703,5e-05,,post
553,1866133.632644,5e-05,,post
554,332578.34479,5e-05,,post
555,466083.459526,5e-05,,post
556,32371.253506,5e-05,,post
557,1815480.481504,5e-05,,post
558,25165.258324,5e-05,,post
559,377827.184963,5e-05,,post
560,2559.427345,5e-05,,post
561,16007.134764,5e-05,,post
562,1890.436756,5e-05,,post
563,525668.553883,5e-05,,post
564,100527.089215,5e-05,,post
565,438397.337949,5e-05,,post
566,713892.522974,5e-05,,post
567,3130391.372543,5e-05,,post
568,6203374.728961,5e-05,,post
569,513256.270672,5e-05,,post
570,2192042.85707,5e-05,,post
571,138475.0,5e-05,,post
572,731858.682424,5e-05,,post
573,441488.049056,5e-05,,post
574,35051.146287,5e-05,,post
575,306712.361177,5e-05,,post
576,88628.545675,5e-05,,post
577,334668.231941,5e-05,,post
578,347542.656515,5e-05,,post
579,474984.5188,5e-05,,post
580,359622.35366,5e-05,,post
581,61365.686903,5e-05,,post
582,2243204.492334,5e-05,,post
583,350023.731823,5e-05,,post
584,15955.207285,9.1e-05,-0.3344,post
585,25017.40267,0.00015,-0.3881,post
586,17170.316935,0.00015,-0.4788,post
587,864512.579052,0.000171,-0.4351,post
588,1716640.137805,0.00015,0.3223,post
589,2209597.732936,0.000162,0.4745,post
590,2651077.937698,0.00019,0.6594,post
591,229790.216675,0.00015,0.6568,post
592,4530154.269454,0.00015,0.0197,post
593,45109.565399,0.00015,0.2529,post
594,106313.780966,0.000227,-0.2451,post
595,1234601.385579,0.00025,-0.2042,post
596,1281601.547736,0.000157,-0.2258,post
597,60738.810848,8.1e-05,-0.0057,post
598,35630.871277,5e-05,0.5203,post
599,166253.983373,5e-05,0.5853,post
600,103911.559565,7.5e-05,0.9003,post
601,778658.535461,0.000176,0.8783,post
602,83770.045852,0.00015,0.701,post
603,218612.18801,0.000126,0.6755,post
604,350076.076143,5e-05,0.4701,post
605,4023008.516801,5e-05,-0.4286,post
606,1472550.128319,5e-05,-0.5269,post
607,211051.46281,5e-05,-0.4557,post
608,1555906.983299,5e-05,-0.3627,post
609,179795.511729,5e-05,,post
610,278678.230753,5e-05,,post
611,338772.979577,5e-05,,post
612,1155653.685924,5e-05,,post
613,4824993.902296,5e-05,,post
614,1991841.298466,5e-05,,post
615,1834171.946047,5e-05,,post
616,1618220.667985,5e-05,,post
617,13444469.759596,4.9e-05,-0.9616,post
618,12617386.121592,5e-05,-0.6519,post
619,11937046.677185,5.2e-05,0.1099,post
620,11760186.096475,0.000123,0.2567,post
621,33111124.904016,0.000742,0.9081,post
622,4564376.448404,0.002683,-0.2721,post
623,5980546.12014,0.003235,-0.4459,post
624,2525740.2301,0.004148,-0.6042,post
625,10117076.987767,0.008065,-0.4134,post
626,4288016.211091,0.007456,-0.5205,post
627,7429751.607967,0.006017,0.5479,post
628,6067553.619514,0.004644,0.5051,post
629,9521907.185198,0.003821,0.2248,post
630,29985928.09497,0.004451,-0.3772,post
631,45646462.198009,0.006451,0.0492,post
632,37776660.204034,0.006705,0.59,post
633,15961100.577749,0.005674,0.742,post
634,10068565.087403,0.005738,0.59,post
635,2358998.567794,0.006089,0.2125,post
636,4664074.946318,0.005706,0.792,post
637,1995329.280433,0.006094,0.6606,post
638,2868353.264082,0.006713,-0.6193,post
639,3922558.847773,0.008041,-0.2901,post
640,3181803.808303,0.009515,0.1056,post
641,1720610.760634,0.008996,-0.2853,post
642,4507094.119936,0.008588,0.2793,post
643,1994057.873184,0.008006,0.0053,post
644,26299937.281555,0.007228,-0.7079,post
645,6168522.534114,0.005471,-0.3671,post
646,1223796.88328,0.006356,-0.1547,post
647,91812664.431629,0.007177,0.0153,post
648,942302.570622,0.007114,0.1797,post
649,342349.055091,0.006738,0.4298,post
650,1306231.597676,0.005869,0.477,post
651,1117514.92102,0.005161,0.482,post
652,231943.463021,0.00512,0.51,post
653,380667.078771,0.004637,0.2005,post
654,1768779.750934,0.005065,-0.1297,post
655,3484666.103524,0.006102,0.7583,post
656,2970016.972168,0.006324,0.8934,post
657,7428060.833132,0.005879,0.6518,post
658,1703812.011161,0.005349,0.622,post
659,5901373.15017,0.004822,0.0337,post
660,7956664.764261,0.005242,-0.3373,post
661,4850556.724313,0.005444,-0.2524,post
662,585350.605239,0.005805,-0.2421,post
663,1301601.145327,0.00622,-0.7058,post
664,5489555.299312,0.006045,-0.6329,post
665,11684033.756074,0.005054,-0.8056,post
666,2050811.490993,0.005023,-0.4735,post
667,4599130.36588,0.005643,-0.4695,post
668,3460704.922404,0.005895,-0.4679,post
669,1696667.432716,0.00525,-0.1449,post
670,15578490.790757,0.004458,-0.6804,post
671,7407111.988151,0.003637,-0.5308,post
672,4419739.208743,0.004467,-0.4908,post
673,169593.336512,0.006137,-0.6153,post
674,3159596.442218,0.005988,-0.6191,post
675,1081159.518075,0.004596,-0.5144,post
676,2919147.912104,0.004006,-0.6596,post
677,515461.709394,0.003487,-0.0512,post
678,1073768.879188,0.00282,0.1502,post
679,28547.14171,0.002944,0.7348,post
680,953201.97191,0.003556,0.4646,post
681,4675241.673556,0.003131,0.2158,post
682,85807.127002,0.003018,0.0121,post
683,377589.063053,0.003359,0.038,post
684,1385111.536229,0.003005,0.0083,post
685,4417731.779975,0.002731,-0.5031,post
686,3689754.630499,0.0033,-0.2771,post
687,159026.42286,0.003897,-0.5222,post
688,11072472.136841,0.003837,0.2124,post
689,17768854.372443,0.003106,-0.0523,post
690,4152723.043633,0.002995,-0.1097,post
691,3289720.730356,0.003036,-0.1538,post
692,60219.984903,0.003977,-0.3557,post
693,3625792.086962,0.004163,-0.3022,post
694,2223909.50804,0.003701,-0.4672,post
695,631377.645081,0.003224,-0.2732,post
