node_id,has_baseline,estimation_mean,estimation_std,cab_event,p_value,significant_p05,first_deviation_ts,n_pre_obs,n_event_obs,transmission_rank,event_id
usdc_binance,false,NaN,NaN,NaN,NaN,false,NaN,0,0,3,busd_2023
usdt_binance,false,NaN,NaN,NaN,NaN,false,NaN,0,0,4,busd_2023
busd_binance,true,-0.00010991457865183209,0.00007462774004854584,-22326.586446852536,0.0,true,2640.0,10080,10080,1,busd_2023
curve_3pool,true,-0.03169907106986211,0.021423324784820355,159.50320040527782,0.0,true,36000.0,168,168,2,busd_2023
