caused_node,causing_node,fevd_share_mean,fevd_share_max,fevd_share_std,n_windows,method,event_id,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence
usdt_binance,curve_crvusd_usdt,0.8912800945655915,0.9848274102762509,0.076290674704296,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_crvusd_usdt and usdt_binance (Tier B proxy data).
curve_3pool,curve_crvusd_usdt,0.8665285698135072,0.9799282667162196,0.09072473045951038,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_crvusd_usdt and curve_3pool (Tier B proxy data).
curve_crvusd_usdt,usdt_binance,0.10807025653067213,0.21560147931943568,0.06730554230613399,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_crvusd_usdt (Tier B proxy data).
curve_3pool,usdt_binance,0.09049616688861602,0.18368977626615568,0.05914355966731376,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and curve_3pool (Tier B proxy data).
usdt_binance,curve_3pool,0.05161315207091146,0.12683332102223668,0.0476091655435137,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and usdt_binance (Tier B proxy data).
curve_crvusd_usdt,curve_3pool,0.044290280702108026,0.10422197957867886,0.03891444948258794,6,tvp_var_rolling,usdt_curve_2023,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between curve_3pool and curve_crvusd_usdt (Tier B proxy data).
