caused_node,causing_node,fevd_share,horizon,method,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,claim_allowed,claim_level,claim_reason,claim_language,claim_sentence
usdc_coinbase,usdc_coinbase,0.04337421591447154,10,fevd,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdc_coinbase (Tier B proxy data).
usdc_coinbase,curve_3pool,0.022193189650191052,10,fevd,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdc_coinbase.
usdc_coinbase,usdt_binance,0.9344325944353373,10,fevd,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdc_coinbase (Tier B proxy data).
curve_3pool,usdc_coinbase,0.08853577450944379,10,fevd,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdc_coinbase to curve_3pool.
curve_3pool,curve_3pool,0.019480536633755326,10,fevd,A,A,A,false,true,A_A_directional_microstructure,Both endpoints have Tier A provenance.,directional,We find directional microstructure transmission from curve_3pool to curve_3pool.
curve_3pool,usdt_binance,0.8919836888568007,10,fevd,B,A,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from usdt_binance to curve_3pool.
usdt_binance,usdc_coinbase,0.1266525515972532,10,fevd,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdc_coinbase and usdt_binance (Tier B proxy data).
usdt_binance,curve_3pool,0.014898503389427449,10,fevd,A,B,B,false,true,A_B_suggestive_directional,Edge is capped by the Tier B endpoint.,suggestive,We find suggestive timing evidence of stress propagation from curve_3pool to usdt_binance.
usdt_binance,usdt_binance,0.8584489450133191,10,fevd,B,B,B,false,true,B_B_context_only,"Both endpoints are Tier B, so use contextual language.",context-only,We document contextual co-movement between usdt_binance and usdt_binance (Tier B proxy data).
