causing_node,caused_node,f_stat,p_value,significant_p05,p_value_fdr,significant_fdr,p_bonferroni,significant_bonferroni,feature_col,bucket_seconds,tier_i_actual,tier_j_actual,edge_tier_actual,uses_fixture,feature_tier,provenance_claim_allowed,claim_allowed,claim_level,claim_language,claim_reason,claim_sentence,statistical_claim_allowed,paper_claim_allowed,claim_strength,window_start_override,window_end_override,sub_window
usdc_binance,busd_binance,4.659111986615238,0.004392742629750709,true,0.008785485259501418,true,0.008785485259501418,true,basis_vs_usd,3600,B,B,B,false,B,true,true,B_B_context_only,B/B context-only,Both endpoints are Tier B; use contextual language.,We document contextual co-movement between usdc_binance and busd_binance (Tier B proxy data).,true,true,statistically_supported,,, [full]
